epoch,IoU_Score
1.0,0.05378278915866865
2.0,0.05378353243527792
3.0,0.053781054312722724
4.0,0.05378018429404813
5.0,0.05377580724339935
6.0,0.053847910148752516
7.0,0.06282836236773592
8.0,0.11499294407648265
9.0,0.24073947510807625
10.0,0.447502679044831
11.0,0.5062932887332805
12.0,0.5317101288515468
13.0,0.5503989983447429
14.0,0.559099796662872
15.0,0.5706712190980706
16.0,0.5777511795704292
17.0,0.5876053313432575
18.0,0.5899051161415209
19.0,0.5960826857199846
20.0,0.6021963668876408
21.0,0.6156482801039406
22.0,0.6174054468525272
23.0,0.6194675343929684
24.0,0.6298678534653783
25.0,0.6414890074350794
26.0,0.6495776376653895
27.0,0.6547713905817737
28.0,0.6617141410483607
29.0,0.6651574602153891
30.0,0.6699872503473816
31.0,0.6684577832422075
32.0,0.6725794696603687
33.0,0.6793191059692016
34.0,0.6866948570282697
35.0,0.6975850479989081
36.0,0.6921164887544445
37.0,0.7013304802204382
38.0,0.7043303898148854
39.0,0.7092341568167255
40.0,0.7066418046154929
41.0,0.7107893524118674
42.0,0.7185078606809693
43.0,0.71633824191823
44.0,0.7169119087073371
45.0,0.725736402004619
46.0,0.7222558550158973
47.0,0.721900692382604
48.0,0.7298039075535321
49.0,0.7324549927267112
50.0,0.7440735768666782
51.0,0.7420010676397423
52.0,0.7458194753950804
53.0,0.7500886980010987
54.0,0.752250502049477
55.0,0.7546593780372133
56.0,0.7616539756797532
57.0,0.7615171662169637
58.0,0.7641064331992217
59.0,0.7631913345965206
60.0,0.7664071060564501
61.0,0.7733410051104472
62.0,0.7734844573192121
63.0,0.7699348750599806
64.0,0.7776731842037222
65.0,0.7753018598169398
66.0,0.7711819553583524
67.0,0.7746558366713304
68.0,0.776839851626791
69.0,0.7806192044614618
70.0,0.7781015711281709
71.0,0.7798377834010957
72.0,0.7819665482766491
73.0,0.7810520036328518
74.0,0.7825686664660033
75.0,0.7852095629550975
76.0,0.7888094374631214
77.0,0.7941197606910103
78.0,0.789526985609813
79.0,0.7871412170289913
80.0,0.7911002221697122
81.0,0.7829850130714394
82.0,0.7865527179036904
83.0,0.790833551733106
84.0,0.7925085912135054
85.0,0.7870648881675201
86.0,0.7944774516581468
87.0,0.7960748170806409
88.0,0.7994229408363176
89.0,0.79784150573938
90.0,0.803764410740688
91.0,0.7970263652959769
92.0,0.806421154872792
93.0,0.8058590171522755
94.0,0.808486420034004
95.0,0.8095349093048304
96.0,0.8095463422423194
97.0,0.8090613050008014
98.0,0.8119262355480305
99.0,0.8100500581048107
100.0,0.8166068975994406
101.0,0.8152916566767862
102.0,0.8083651416746436
103.0,0.8104880652940473
104.0,0.8097575281834265
105.0,0.8100668180626918
106.0,0.8130526949996948
107.0,0.8153016091545396
108.0,0.8133756321955911
109.0,0.809424200123632
110.0,0.8111275252065113
111.0,0.812108117783234
112.0,0.8133411945146126
113.0,0.8090921408544646
114.0,0.8085580883453168
115.0,0.8091869210709236
116.0,0.8100230772499466
117.0,0.8105975435435457
118.0,0.8138968288250029
119.0,0.8137196771027079
120.0,0.8142315573036077
121.0,0.816650740017028
122.0,0.815963778626247
123.0,0.8139296407541392
124.0,0.8161294676214937
125.0,0.8171143451090885
126.0,0.8182725391737815
127.0,0.8159162234298405
128.0,0.8166377466787378
129.0,0.8155671977248848
130.0,0.8187017274213245
131.0,0.8194281836526335
132.0,0.8162415120524112
133.0,0.821139544598558
134.0,0.8231375378471093
135.0,0.8235502598475525
136.0,0.8196899461651415
137.0,0.8246287633775431
138.0,0.8247890130190881
139.0,0.828069120783837
140.0,0.8265400058696084
141.0,0.8258679446906377
142.0,0.8278996169670683
143.0,0.8277171996141319
144.0,0.8296434927465601
145.0,0.8249444563827354
146.0,0.8260565050101099
147.0,0.8277728240559735
148.0,0.823605817506443
149.0,0.8284359874661874
150.0,0.825725997285112
151.0,0.8286898619139735
152.0,0.8230991371366917
153.0,0.827105586770777
154.0,0.8258018370178298
155.0,0.8276581171938191
156.0,0.8263428993150628
157.0,0.8269062860328317
158.0,0.8275705829298095
159.0,0.8302578149009373
160.0,0.8280034274660707
161.0,0.8319446474020111
162.0,0.8292015395470053
163.0,0.8326328186917525
164.0,0.8297252406143291
165.0,0.8314590199340973
166.0,0.833382143827838
167.0,0.8333256617586817
168.0,0.833849957695913
169.0,0.8326549855492896
170.0,0.8310115126170711
171.0,0.8340937562168839
172.0,0.8326805828748032
173.0,0.8312035541322137
174.0,0.8334379210621868
175.0,0.8347268981151125
176.0,0.8313519870863949
177.0,0.8371186668280801
178.0,0.8365945212220451
179.0,0.8373710761353259
180.0,0.8343922646721494
181.0,0.8364967601783374
182.0,0.8348344527677268
183.0,0.8356281348373734
184.0,0.8354766988676555
185.0,0.835366084230522
186.0,0.8382193597872485
187.0,0.8361255708772347
188.0,0.8350889842258643
189.0,0.8352000766643428
190.0,0.8306334066125413
191.0,0.8356560239128964
192.0,0.8375501550932966
193.0,0.8350462042971971
194.0,0.8369756998930215
195.0,0.8396178782573656
196.0,0.837876009272173
197.0,0.8379297717821593
198.0,0.8364229985298419
199.0,0.8406309615752309
200.0,0.8382751233410115
