epoch,loss_val
1.0,0.20291121304035187
2.0,0.1463754800232974
3.0,0.12077072420806596
4.0,0.1039092220140226
5.0,0.09010290693153035
6.0,0.0760739752740571
7.0,0.06600198115814816
8.0,0.058466835794123734
9.0,0.051149967832095695
10.0,0.04490924129883448
11.0,0.039803996230616714
12.0,0.03670470427834627
13.0,0.03408784560407653
14.0,0.031161608851768753
15.0,0.028818348987084446
16.0,0.027311381629922173
17.0,0.026179047865849552
18.0,0.024883874889576073
19.0,0.023893091037417904
20.0,0.022543389293732063
21.0,0.021650221142353432
22.0,0.021065213237748
23.0,0.020395562052726746
24.0,0.019603318224350613
25.0,0.018841469942620308
26.0,0.018391125694368824
27.0,0.018137577892930218
28.0,0.01823920544914224
29.0,0.017514173138999577
30.0,0.016734730508742912
31.0,0.016874181022020904
32.0,0.016175541349432686
33.0,0.01559033292825475
34.0,0.015448494165232687
35.0,0.015109351892588717
36.0,0.01553854388608174
37.0,0.015009806914763018
38.0,0.014432084182220879
39.0,0.014026357651208386
40.0,0.014215013915390678
41.0,0.013530120281784824
42.0,0.013391385743902489
43.0,0.013090475434155174
44.0,0.013333555226298895
45.0,0.013295900104849628
46.0,0.013235084458508274
47.0,0.012638025239787319
48.0,0.012369870419868013
49.0,0.012018836498486273
50.0,0.012151235869775215
51.0,0.012133860904158968
52.0,0.01199855644142989
53.0,0.011830085549842228
54.0,0.011865217323330316
55.0,0.011926993106802305
56.0,0.011646587034743843
57.0,0.011286082084883343
58.0,0.011259367096830498
59.0,0.011191783980889753
60.0,0.011029874651946804
61.0,0.01104942061515017
62.0,0.010703206556200079
63.0,0.010714768784854448
64.0,0.010851326962989388
65.0,0.010521423297398018
66.0,0.010256481455695448
67.0,0.010404800149527464
68.0,0.01025160759066542
69.0,0.010222201009817196
70.0,0.01038127520940069
71.0,0.010483030977687149
72.0,0.01032806680340207
73.0,0.010139792056923563
74.0,0.010101399977098812
75.0,0.009885481784515308
76.0,0.009908380269101172
77.0,0.009909381821864483
78.0,0.009479238764580452
79.0,0.009252827656878666
80.0,0.009059358959678899
81.0,0.009256766685708002
82.0,0.009394116897248861
83.0,0.00936187110897718
84.0,0.009262790945781902
85.0,0.008784374137493696
86.0,0.008625856177373365
87.0,0.008508389575802015
88.0,0.008285565520495627
89.0,0.008181859146464954
90.0,0.007912204029377212
91.0,0.007807335435328158
92.0,0.007646444391205229
93.0,0.0075571266017064
94.0,0.007850626532947927
95.0,0.008108701472255316
96.0,0.007978082592175766
97.0,0.007635238199410113
98.0,0.007451490749548556
99.0,0.007610240492574645
100.0,0.007729851171571874
101.0,0.008202636409833125
102.0,0.00795611585349296
103.0,0.007899921683763916
104.0,0.007804039230739529
105.0,0.007704715498469092
106.0,0.007465524937618862
107.0,0.006846030186297316
108.0,0.006903129770900264
109.0,0.007276531337111285
110.0,0.007337056911748015
111.0,0.0077248957346786155
112.0,0.007150272768216602
113.0,0.006664212207507455
114.0,0.006446279934607446
115.0,0.006737161237238483
116.0,0.006233541958146926
117.0,0.005954528368557944
118.0,0.006214613539420746
119.0,0.006767543907644171
120.0,0.0062590590748710165
121.0,0.006163644992435972
122.0,0.005990787141137954
123.0,0.0058177381852698145
124.0,0.006118662387245532
125.0,0.006451146084476601
126.0,0.006593706241498391
127.0,0.005683946504370507
128.0,0.0053027738802925205
129.0,0.004983405572023581
130.0,0.004936980732688398
131.0,0.00482537452075066
132.0,0.005057555348189039
133.0,0.005866842690121495
134.0,0.0056126374737218475
135.0,0.005356941407433514
136.0,0.004665919293818826
137.0,0.0046571134836554074
138.0,0.004905309274115346
139.0,0.005048517659870964
140.0,0.005014103583314202
141.0,0.005023421455090019
142.0,0.004924393280155279
143.0,0.005135286733451666
144.0,0.0052779912631112065
145.0,0.004979089643298225
146.0,0.004923125425579421
147.0,0.004945497525940565
148.0,0.005069489862459402
149.0,0.004905302077531815
150.0,0.004963594418244831
151.0,0.0042753248496658425
152.0,0.004088631316059918
153.0,0.003598674927189043
154.0,0.003540083600179941
155.0,0.0038610197688368235
156.0,0.003925844473115197
157.0,0.004126519218764522
158.0,0.004211478422141888
159.0,0.004108135450885377
160.0,0.0037298029443869987
161.0,0.003424240722476194
162.0,0.0031731585111243257
163.0,0.003033328602076367
164.0,0.0031104049906416826
165.0,0.0030034578557013338
166.0,0.0030483798437864716
167.0,0.003167757877346241
168.0,0.003232996286401017
169.0,0.003114748199357454
170.0,0.0033568115269934588
171.0,0.003204381890651403
172.0,0.0030533721561148536
173.0,0.0028339645412581212
174.0,0.003076176973991096
175.0,0.0031755648440483846
176.0,0.0034697484189757342
177.0,0.0038561290059464445
178.0,0.003698063802651384
179.0,0.003604123162486675
180.0,0.003629778596487912
181.0,0.0033531026688940597
182.0,0.0032855985601517286
183.0,0.0032950466248263238
184.0,0.0031070275846022096
185.0,0.0030888339229436083
186.0,0.003102657145284342
187.0,0.003339579117230394
188.0,0.003495242361995307
189.0,0.004021230210183245
190.0,0.0040452175590237885
191.0,0.0037361730496878877
192.0,0.0034388198365570243
193.0,0.003141710240125769
194.0,0.0028880005984595327
195.0,0.0032005630482947736
196.0,0.0036209073644413643
197.0,0.0031589289499220977
198.0,0.002700409158767963
199.0,0.0026125885814315443
200.0,0.0027916330251504073
