epoch,loss_val
1.0,0.8742825624189878
2.0,0.8490037290673507
3.0,0.8326229123692763
4.0,0.8143168625078703
5.0,0.7929662340565732
6.0,0.763712161465695
7.0,0.7216440282369915
8.0,0.6697211045967905
9.0,0.6067860408833152
10.0,0.5434798017928475
11.0,0.48476128358589976
12.0,0.42956092639973287
13.0,0.3754813529943165
14.0,0.34266770983997147
15.0,0.3142435080126712
16.0,0.304496893757268
17.0,0.28782696159262405
18.0,0.27415175500668976
19.0,0.2629352541346299
20.0,0.2570170995436217
21.0,0.23969436946668124
22.0,0.23943268939068443
23.0,0.2266807320870851
24.0,0.21879522110286512
25.0,0.21939483755513242
26.0,0.21231212270887276
27.0,0.20542136932674207
